Final Event Number	Date & Time Reported	Date and Time Occurred	Log Type	Location	Status	Remarks	AreaName
2016-0012596	9/23/2016  2:34:00 PM	9/23/2016  2:30:00PM To  2:34:00PM	TRESPASS WARNING	SHAD HALL 70 N HARVARD ST	CLOSED	"Officer while on detail alongside a university official observed an individual attending an event who didn't seem to have authorization to do so. Officer approached the individual and conducted a field interview. At this time, an additional officer arrived on scene. The individual was run for wants warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University except Shad Hall, William James Hall, and 124 Mt. Auburn Street."	Allston/Watertown Team
2016-0012694	9/25/2016  9:47:00 AM	9/25/2016  6:50:00AM To  9:30:00AM	TRESPASS WARNING	MATHHEWS HALL NORTH 9 HARVARD YARD	CLOSED	"Officers dispatched to a report of an individual in the area who doesn't seem to have authorization in the area possibly attempting to steal a bicycle. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	Yard Team
2016-0012741	9/26/2016  6:16:00 PM	9/26/2016  6:15:00PM To  7:55:00PM	TRESPASS WARNING	PEABODY TERRACE 02 900 MEMORIAL DR	CLOSED	"Officer while on patrol observed an individual inspecting several bicycles located at the bike rack. Officer approached the individual and report individual was in possession of bolt cutters. Officer proceeded to conduct a field interview. At this time, additional officers were notified and arrived on scene. The individual was then issued a verbal trespass warning for all Harvard University property and was sent on their way."	River Team
2016-0012866	9/29/2016  11:05:00 PM	9/29/2016 11:05:00PM	TRESPASS WARNING	RADCLIFFE CHILD CARE CENTER 10 DEWOLFE ST	CLOSED	Officers while on patrol observed an individual in the area peeping into several motor vehicles and wandering around the area. Officers approached the individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property.	River Team
2016-0012903	9/30/2016  12:52:00 PM	9/30/2016  1:00:00PM To  1:30:00PM	TRESPASS WARNING	CHAO CENTER 49 HARVARD WAY	CLOSED	"Officers dispatched to a report of an unwanted guest attending a luncheon. Officers arrived, located individual and conducted a field interview. The individual was then issued a verbal trespass warning for the Harvard Business School."	Allston/Watertown Team
2016-0012933	10/1/2016  1:25:00 AM	10/1/2016  1:25:00AM To  1:45:00AM	TRESPASS WARNING	 20 DEWOLFE ST	CLOSED	"Officers dispatched to a report of an individual in the area who may not have authorization to be there. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University dormitories."	River Team
2016-0013059	10/3/2016  10:10:00 PM	10/3/2016 10:00:00PM To 10:45:00PM	TRESPASS WARNING	PEABODY TERRACE 900 MEMORIAL DR	CLOSED	Officer issued an individual a trespass warning for Peabody Terrace.	River Team
2016-0013231	10/7/2016  10:14:00 PM	10/7/2016 10:14:00PM To 10:30:00PM	TRESPASS WARNING	LOWELL HOUSE DINING HALL 10 HOLYOKE PL	CLOSED	Officer while on detail was informed of an individual in an event who didn't seem to have authorization to be there. Officer located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property.	River Team
2016-0013402	10/12/2016  6:25:00 AM	10/12/2016  6:25:00AM To  7:00:00AM	TRESPASS WARNING	PEABODY TERRACE 13 900 MEMORIAL DR	CLOSED	"Officers dispatched to a report of an individual sleeping in the vestibule area. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	River Team
2016-0013766	10/21/2016  3:36:00 PM	10/21/2016  3:35:00PM To  3:55:00PM	TRESPASS WARNING	WASSERSTEIN HALL 1585 MASSACHUSETTS AVE	CLOSED	"Officers dispatched to a report of an individual putting Post-It notes on picture frames of professors. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	North Yard Team
2016-0013798	10/22/2016  11:57:00 AM	10/22/2016 11:57:00AM	TRESPASS WARNING	SHAD HALL 70 N HARVARD ST	CLOSED	"Officers dispatched to a report of an unwanted guest with an active trespass warning in the building. Officers arrived, located individual and conducted a field interview. The individual was then issued a verbal trespass warning for all Harvard University property."	Allston/Watertown Team
2016-0013901	10/25/2016  1:03:00 AM	10/25/2016  1:03:00AM To  2:00:00AM	TRESPASS WARNING	NORTHWEST SCIENCE BUILDING 52 OXFORD ST	CLOSED	"Officers dispatched to a report of an individual in the building who doesn't seem to have authorization to be there. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	North Yard Team
2016-0013976	10/27/2016  11:01:00 AM	10/27/2016 11:00:00AM To 11:25:00AM	TRESPASS WARNING	MEMORIAL HALL 18 KIRKLAND ST	CLOSED	"Officers dispatched to a report of an individual in the area who doesn't seem to have authorization to be there. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	Yard Team
2016-0014024	10/28/2016  2:54:00 PM	10/28/2016  2:08:00PM To  2:45:00PM	TRESPASS WARNING	LITTAUER CENTER 1805 CAMBRIDGE ST	CLOSED	"Officer while on patrol observed an individual pushing two bicycles down the street. Officer stopped the individual and conducted a field interview, The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property. The officer also confiscated both bicycles."	North Yard Team
2016-0014121	10/31/2016  7:43:00 AM	10/31/2016  7:43:00AM To  8:19:00AM	TRESPASS WARNING	MANTER HALL 2 HOLYOKE ST	CLOSED	"Officers dispatched to a report of an unwanted guest in the area. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	River Team
2016-0014140	10/31/2016  10:23:00 PM	10/31/2016 10:23:00PM	TRESPASS WARNING	WELD HALL 3 HARVARD YARD	CLOSED	"Officer dispatched to a report of an individual who had piggybacked into the building. Officer arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property."	Yard Team
2016-0008698	6/23/2016  1:11:00 AM	6/23/2016 12:51:00AM To  2:15:00AM	TRESPASSING	DILLON FIELD HOUSE 47 N HARVARD ST	ARREST	"Officer dispatched to a report of an individual who didn't seem to have authorization to be in the building sleeping on the second floor. Officer arrived, located individual and conducted a field interview. The individual was run for wants/warrants with positive results showing an active trespass warning for all Harvard University property. The individual was then placed under arrest for Trespassing.
Name: Deminico, Frederick
Age: 33
Address: Homeless
Charge(s): Trespassing"	Allston/Watertown Team
2016-0010101	7/27/2016  12:03:00 AM	7/27/2016 12:03:00AM	TRESPASSING	 10 AKRON ST	ARREST	"Officer dispatched to a report of a potential trespasser taking shelter in the family bathroom located on the first floor of the building. Officer arrived and report located individual sleeping inside the family bathroom. An additional officer was notified and arrived on scene and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then placed under arrest for Trespassing. 
Name: Acfalle, John
Age: 28
Address: 17 Court Street, Boston, MA, 02108
Charge(s): Trespass"	River Team
2016-0012216	9/14/2016  7:57:17 PM	9/14/2016  7:57:00PM	TRESPASSING	AUSTIN HALL 1515 MASSACHUSETTS AVE	OPEN	"Officers dispatched to a report of an individual in a room who was recently arrested the day prior for trespassing. Officers arrived, located individual and report individual had fled the area."	North Yard Team
2016-0012300	9/16/2016  7:16:00 PM	9/16/2016  7:16:00PM	TRESPASSING	WELD HALL 3 HARVARD YARD	ARREST	"Officers dispatched to a report of an individual who had piggybacked into the building. Officers arrived, located individual and report individual had attempted to flee until they were stopped at the exit area of the building. The individual was then placed under arrest for Trespassing. 
Name: Lucien, Felix
Age: 19
Address: 222 Fuller Street, Dorchester, MA 02124
Charge(s): Trespassing"	Yard Team
2016-0012591	9/23/2016  1:06:00 PM	9/23/2016  1:06:00PM	TRESPASSING	BELFER CENTER 79 JFK ST	CLOSED	"Officers dispatched to a report of an individual in the building who does not have authorization to be there. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results. The individual was then issued a verbal trespass warning for all Harvard University property. The individual was also informed the criminal complaints will be sought against them.
Update 11/10/16: Complaints have been issued against an individual in this incident.
Name: Binsfield, Anthony
Age: 32
Address: 181 East Street, Duxbury, MA 02332
Charge(s): Intimidation of Witness- Police
Trespass"	River Team
2016-0012785	9/27/2016  7:30:00 PM	9/27/2016  7:30:00PM	TRESPASSING	BLODGETT POOL 79 N HARVARD ST	ARREST	"Officers dispatched to a report of an individual in the building who doesn't seem to have authorization to be there. Officers arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results but did show up for an active trespass warning from the Blodgett Pool. At this time, it was also discovered that the individual was in possession of an individual's HUID card as well as a burglarious instrument(screwdriver). Officers then placed the individual under arrest for Trespassing, Burglarious Instrument, and Receiving Stolen Property Under $250. 
Name: White, James
Age: 52
Address: 70 Southbridge Street, #714, Worcester, MA 01608
Charge(s): Trespassing
Burglarious Instrument
Receiving Stolen Property Under $250"	Allston/Watertown Team
2016-0013974	10/27/2016  8:38:00 AM	10/27/2016  8:38:00AM	TRESPASSING	PAINE HALL 1875 CAMBRIDGE ST	ARREST	"Officer dispatched to a report of an unwanted guest with an active trespass warning in the building. Officer arrived, located individual and conducted a field interview. The individual was run for wants/warrants with negative results but did show to have an active trespass warning for all Harvard University property. The individual was then placed under arrest for Trespassing. As the officer was trying to place the individual under arrest, the individual began to resist by pulling their arms away and wrestling with the officer. An additional officer was notified and arrived on scene and assisted with placing the individual under arrest.
Name: Magee, Quincy
Age: 32
Address: 110 Brandywine Drive, Marlton, NJ 08053
Charge(s); Trespassing"	North Yard Team
2016-0007868	6/1/2016  6:52:32 AM	6/1/2016  6:52:00AM	UNWANTED GUEST	NRB NEW RESEARCH BUILDING 77 AVE LOUIS PASTEUR	CLOSED	Officer dispatched to a report of an unwanted guest panhandling in the area. Officer arrived and report individual gone on arrival.	Longwood Team
2016-0007896	6/2/2016  7:09:00 AM	6/2/2016  7:09:00AM	UNWANTED GUEST	HOLMES HALL LAW SCHOOL 18 EVERETT ST	CLOSED	"Officers dispatched to a report of an unwanted guest in the area. Officers arrived, located individual and sent them on their way."	North Yard Team
2016-0008083	6/6/2016  8:16:16 AM	6/6/2016  8:16:00AM	UNWANTED GUEST	4-12 STORY ST 4 STORY ST	CLOSED	Officers dispatched to a report of unwanted guests in the area. Officers arrived and report individuals gone on arrival.	Radcliffe/Quad Team
2016-0008102	6/7/2016  7:24:52 AM	6/7/2016  7:24:00AM	UNWANTED GUEST	PHILLIPS BROOKS HOUSE 18 HARVARD YARD	CLOSED	"Officers dispatched to a report of an unwanted guest sleeping near the entrance of the building. Officers arrived, located individual and sent them on their way."	Yard Team
2016-0008195	6/10/2016  4:40:07 PM	6/10/2016  4:40:00PM	UNWANTED GUEST	TAC TEACHING & CURRICULUM BUIL 46 BRATTLE ST	CLOSED	"Officers dispatched to a report of unwanted guests in the area. Officers arrived, located individuals and sent them on their way."	Radcliffe/Quad Team
2016-0008205	6/11/2016  2:09:16 AM	6/11/2016  2:09:00AM	UNWANTED GUEST	ADAMS HOUSE MASTERS 10 LINDEN ST	CLOSED	"Officers dispatched to a report of an unwanted guest. Officers arrived, located individual and sent them on their way."	River Team
2016-0008254	6/14/2016  7:33:26 AM	6/14/2016  7:33:00AM	UNWANTED GUEST	BELFER CENTER 79 JFK ST	CLOSED	Officer on detail sent an unwanted guest on their way.	Radcliffe/Quad Team
2016-0008368	6/17/2016  3:25:14 AM	6/17/2016  3:25:00AM	UNWANTED GUEST	HOLDEN GREEN COMPLEX 10 HOLDEN ST	CLOSED	Officers dispatched to a report of an individual rummaging through the dumpster area. Officers arrived and report individual gone on arrival.	North Yard Team
2016-0008423	6/18/2016  11:10:57 PM	6/18/2016 11:10:00PM	UNWANTED GUEST	UNIVERSITY IT 38 OXFORD ST	CLOSED	Officers dispatched to a report of two unwanted guests in the area. Officers arrived and report individuals were just taking a picture and then left the area.	North Yard Team
2016-0008428	6/19/2016  6:35:56 AM	6/19/2016  6:35:00AM	UNWANTED GUEST	GANNETT HOUSE 1511 MASSACHUSETTS AVE	CLOSED	"Officers dispatched to a report of an unwanted guest sleeping at the rear door. Officers arrived, located individual and sent them on their way."	North Yard Team
2016-0008451	6/20/2016  9:29:58 AM	6/20/2016  9:29:00AM	UNWANTED GUEST	CENTER FOR POPULATION STUDIES 9 BOW ST	CLOSED	"Officers dispatched to a report of an unwanted guest sleeping in the area. Officers arrived, located individual and sent them on their way."	River Team
2016-0008475	6/20/2016  8:24:54 PM	6/20/2016  8:24:00PM	UNWANTED GUEST	BERENS TENNIS COURT 79 N HARVARD ST	CLOSED	Officers dispatched to a report of an unwanted guest attempting to climb through the fence. Officers arrived and report individual gone on arrival.	Allston/Watertown Team
2016-0008505	6/21/2016  7:56:00 AM	6/21/2016  7:56:00AM To  9:15:00AM	UNWANTED GUEST	 WINDOM ST / CAMBRIDGE ST	CLOSED	Officers dispatched to take a report of two unwanted guests in the construction site area. Officers arrived and report situation was resolved.	Allston/Watertown Team
2016-0008528	6/21/2016  3:02:18 PM	6/21/2016  3:02:00PM	UNWANTED GUEST	STEM CELL INSTITUTE ADMIN OFFI 42 CHURCH ST	CLOSED	"Officers dispatched to a report of an unwanted guest panhandling in the area. Officers arrived, located individual and sent them on their way."	Radcliffe/Quad Team
2016-0008537	6/21/2016  5:56:26 PM	6/21/2016  5:56:00PM	UNWANTED GUEST	GANNETT HOUSE 1511 MASSACHUSETTS AVE	CLOSED	"Officers dispatched to a report of an unwanted guest sleeping in the area. Officers arrived, located individual and report individual was just laying out in the sun and was allowed to stay in the area."	North Yard Team
2016-0008548	6/21/2016  11:42:00 PM	6/21/2016 To 6/22/201611:42:00PM To 12:28:00AM	UNWANTED GUEST	ANDOVER HALL 45 FRANCIS AVE	CLOSED	Officer dispatched to take a report of a past unwanted guest in the area.	North Yard Team
